Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-1
Esta es la Candidato a Vicepresidente de .@sergio_fajardo y c?mo van las cosas de .@DeLaCalleHum, Alg?n comentario? Coherencia? pic.twitter.com/EveW2sdnSb&mdash; Miguel Lacouture A? (@lacoutu) March 28, 2018		|esta es la candidat a vicepresidente de  @sergio_fajard y c?mo van las cos de  @delacallehum  alg?n comentario? coherencia? pic twitt com/evew2sdnsb mdash  miguel lacouture A? (@lacoutu) march 28  2018		 |1
;Medell?n la m?s educada era un reto para nosotros, nuestra apuesta pol?tica fue apostarle a la educaci?n y al talento. Me siento muy orgulloso de ver lo que logramos. Una muestra de como se llega al poder para transformar; #ConEducaci?nSePuede #ElEquipo pic.twitter.com/dz44LWsm1u&mdash; Fajardo Presidente (@sergio_fajardo) March 21, 2018		| |1
Fajardo Presidente en Twitter: ;En Medellín y Antioquia demostramos que la educación transforma la sociedad. Ahora vamos a hacerlo en Colombia. Mañana les contaremos cómo lo haremos realidad. No se lo pierdan. #ConEducaciónSePuede.;#ElEquipo https://t.co/sbaMUIopdv;| medellin antioqui demostr educ transform socied  ahor hacerl colombi  mañan cont harem realid  No pierd  #coneducacionsepuede  #elequipo   |1
#FajardoLogr? en Antioquia la m?s Educada, bajar la tasa de deserci?n en el grado noveno del 50% al 30%. @sergio_fajardo pic.twitter.com/6jgA5dUTN5&mdash; Compromiso Ciudadano (@compromisociu) March 25, 2018		| |1
Carolina. en Twitter: ;Dentro de todo fue honorable el presidente de Perú, renuncia con las pruebas en medios sin esperar el proceso judicial. ;;Acá seguimos con el corrupto @JuanManSantos atornillado como Samper.;| dentr honor presidente peru  renunci prueb medi esper proces judicial    segu corrupt @juanmansant atornill samp     |1
Zien The Bosch en Twitter: ;Así de simple:;;Duque representa el Centro.;;Fajardo-DLCalle la izquierda.;;Petro la extrema izquierda.;| simple   duque represent   fajardo-dlcalle izquierd   petr extrem izquierd    |-1
Leonardo Martínez D. en Twitter: ;#ConEducaciónSePuede #FajardoPropone #ClaudiaVice  vamos #Colombia rompe el esquema, sal de los extremos y escojamos el camino de la educación y la lucha contra la #corrupción https://t.co/zETawmeFWI;| #coneducacionsepuede #fajardopropone #claudiavice  #colombi rompe esquem  sal extrem escoj camin educ luch #corrupcion   |1
Compromiso Ciudadano en Twitter: ;#FajardoLogró en Antioquia la más Educada, bajar la tasa de deserción en el grado noveno del 50% al 30%. @sergio_fajardo https://t.co/UDy5LAYmnF;| #fajardologr antioqui educ  baj tas desercion grad noven 30%  @sergio_fajardo   |1
Fajardo Presidente en Twitter: ;Esta noche, 10 pm, no se vayan a perder la segunda parte de mi entrevista con Yamid Amat en CM&amp;, Canal Uno. Preguntas y respuestas fundamentales sobre Colombia. Por qué Fajardo Presidente de Colombia? #sepuede.SF;|  pm  no vay perd segund parte yam amat CM amp   canal  pregunt respuest fundamentales colombi  fajard presidente colombia? #sepuede SF   |1
En la Guajira est?n sin comida para los ni?os? pero los sinverg?enzas De la Calle y Fajardo quieren despilfarrar otros $40,000 millones en una consulta entre perdedores. @DeLaCalleHum @sergio_fajardo&mdash; (((David Ghitis))) (@ghitis) March 27, 2018		| |-1
#FajardoLogr? planear e iniciar la ejecuci?n de un sistema de transporte multimodal que complementara el servicio del @metrodemedellin . Hoy tenemos 4 cables, buses articulados, tranv?a y bicicletas. #Medell?n pic.twitter.com/zvxJSiIdLo&mdash; Esteban V?squez (@tebanvm) March 25, 2018		| |1
ANDRÉS AMÉZQUITA M en Twitter: ;ATIENDAN KABRONES no le saquen piedra a su presidente xq CUANDO LOS GODOS LOS ESTÉN HUMILLANDO COMO A PERRO ARRIMADO NO lloren @ClaudiaLopez @sergio_fajardo y no se den golpes D pecho y no! vayan a pedir mercaditos a @maduro ni a vender dulces a los buses ni a pedir trabajitos https://t.co/7vEPh1qH2w;| atiend kabrones no saquen piedr presidente cuand god esten humill com perr arrim NO lloren @claudialopez @sergio_fajard no den golpes D pech no! vay ped mercadit @madur vend dulces buses ped trabajitos   |-1
Ana María Pérez en Twitter: ;#FajardoLogró  sin maquinaria y sin corrupción tener la mejor votación para la alcaldia de Medellín, dejando callados a todos los políticos tradicionales de la época;| #fajardologr  maquinari corrupcion mejor votacion alcaldi medellin  dej call politic tradicionales epoc   |1
Fajardo Presidente en Twitter: ;Buenos días. Queremos que la educación y las oportunidades ocupen los titulares durante nuestro gobierno. Como este, por ejemplo. #ConEducaciónSePuede transformar la sociedad. Invitados a leer y compartir. #ElEquipo https://t.co/ErZPseC8WM;| buen dias  querem educ oportun ocupen titulares durante   ejempl  #coneducacionsepuede transform socied  invit leer compart  #elequip   |1
Esta es la semana para hablar de educaci?n. Iniciamos en @Uniandinos conversando sobre el Futuro de la ciencia en Colombia. Sigan en vivo nuestra conferencia. #ConEducaci?nSePuede. #ElEquipo. https://t.co/X6UluVzUL2&mdash; Fajardo Presidente (@sergio_fajardo) March 21, 2018		| |1
Laura Pulido en Twitter: ;#Fajardologró reducir el desempleo y la inflación, incrementar el PIB y la inversión extranjera en Antioquia ;| #fajardologr reduc desemple inflacion  increment inversion extranjer antioquia    |1
#VIDEO: Humberto de la Calle radic? ante CNE carta con ;inquietudes jur?dicas; para alianza con Sergio Fajardo https://t.co/li9qBRZDOl pic.twitter.com/NdaauBgzyQ&mdash; Noticias RCN (@NoticiasRCN) March 28, 2018		| |0
Con la Coalici?n Colombia  todos los colombianos elegiremos a FAJARDO - PRESIDENTE... y en el 2.019 elegiremos los mejores gobiernos regionales...&mdash; Argote.com (@alvaroargote) March 20, 2018		| |1
No es justo para este pa?s que despu?s de superar un conflicto de 50 a?os sigamos en la dicotom?a de  la extrema derecha y la izquierda. Hay otra opci?n y alternativa para escribir una nueva p?gina en la que todos seamos protagonistas. Con @sergio_fajardo #SePuede pic.twitter.com/F069oKCmOk&mdash; Le?n Fredy Mu?oz (@LeonFredyM) March 26, 2018		| |1
Daniel Duque V. en Twitter: ;Ni miedo ni venganza : Excelente columna de Perry. Los colombianos queremos es #LaFuerzaDeLaEsperanza https://t.co/dDuRTWdFNX;| Ni mied venganz   excelente column perry  querem #lafuerzadelaesper   |1
Hernán Ariza en Twitter: ;#FajardoLogró que le embargaran los bienes por sobrecostos en unas construcciones. ¿Corrupción?;https://t.co/i1Q1F9gGrL;| #fajardologr embarg bienes sobrecost construcciones  ¿corrupcion?   |1
Angela H Whitecastle en Twitter: ;#FajardoLogró proteger los ecosistemas de páramos mediante la compra de más de 2500 hectáreas para conservación y restauración en la Gobernación de Antioquia;| #fajardologr proteg ecosistem param mediante compr hectare conserv restaur gobern antioqui    |1
#FajardoLogr? llevar la Fiscal?a AntiBacrim a Urab? y Bajo Cauca as? como multiplicar el n?mero de a Escuadrones M?viles de Carabineros por 3 para hacer presencia en los m?s importantes corredores viales. Tambi?n llevo Casas De Justicia M?viles a todos los rincones. #Sepuede&mdash; SantiagoLondo?oUribe (@slondonouribe) March 26, 2018		| |1
#ConEducaci?nSePuede. La transformaci?n del pa?s necesita recursos. Nosotros sabemos gestionarlos y administrarlos. Seremos el gobierno que m?s ha invertido en educaci?n en toda la historia del pa?s, aumentando cada a?o, m?nimo el 10% del presupuesto educativo. #ElEquipo pic.twitter.com/nT83PNBaPu&mdash; Fajardo Presidente (@sergio_fajardo) March 24, 2018		| |1
Angela H Whitecastle en Twitter: ;#FajardoLogró el primer lugar en el Índice de Gobierno Abierto,  primer Índice de Transparencia Departamental, otorgados por la Procuraduría y la Contraloría.;| #fajardologr prim lug indice abiert   prim indice transparente departamental  otorg procuradur contralor    |1
Mulato en Twitter: ;Qué bueno sería que Sergio Fajardo le contara al país cuántos miles de usuario hubo desconectados de los servicios públicos en su alcaldía mientras él derrochaba miles de millones en publicidad, alumbrados para inflar su ego y hasta $2.800 millones en pólvora #FajardoLogró ??;| buen sería sergi fajard cont cuant miles usuari desconect servici public alcald derroch miles millones public  alumbr inflar ego $2 800 millones polvor #fajardologr ??      |-1
MARCOS MOYANO DEL SOLAR en Twitter: ;Sergio Maldonado sos un sorete buscando guita del Estado x el ahogo de tu hermano. Forro de los DDHH!!!; sos una basura,  enfermo de mierda servis solo para los periodistas inútiles y para los vagos de los DDHH ellos cazan guita vos ya perdiste hasta moral. x tu hno cerra el ogt;| sergi maldon sorete busc guit estad ahog herman  forr ddhh!!!  basur   enferm mierd servis period inutiles vag ddhh caz guit perd moral  hno cerr ogt      |-1
#FajardoLogr? Constituir la MESA DE GARANT?AS DE DEFENSORES DE DDHH, escenario para evitar ultrajes a la actividad de lideres sociales, espacio para el di?logo democr?tico y la defensa del derecho de asociaci?n y protesta @slondonouribe @sergio_fajardo @FajardoCasanare&mdash; diego velasquez (@alejandrovelca) March 26, 2018		| |1
Miguel Gómez M en Twitter: ;Me dió oso ajeno la reunión de Fajardo y De la Calle. Tenían una cara de perdedores desesperados...;| dio oso_ajen reunion fajard calle  ten car perdedores desesper        |-1
Querido Gustavo, no vas a ganar. Y menos solo. La maquinaria Uribista es muy poderosa y no va a dejar el poder. Por qu? no te unes con @sergio_fajardo y @DeLaCalleHum? Piensan quien realmente puede ser el rostro de presidente y acabamos con el Uribismo?&mdash; Duvan Vargas (@duvasyn) March 21, 2018		| |1
Juntos #SePuede construir la Colombia digna y reconciliada que nos merecemos. ?Esta es  #LaFuerzaDeLaEsperanza!  #FajardoPresidente pic.twitter.com/JPz7XqnG1S&mdash; Compromiso Antioquia (@Compromiso_Ant) March 24, 2018		| |1
Usted puso en riesgo la justicia d?ndole impunidad a las @FARC_EPueblo y ahora quiere reventar el @PartidoLiberal uni?ndose a @sergio_fajardo&mdash; Sof?a Gaudin (@the_insider366) March 27, 2018		| |-1
El @SENAComunica ser? la entidad m?s importante en nuestro gobierno. Cuidaremos su riqueza para el pa?s e invertiremos para que siga formando a millones de j?venes y colombianos. Ac? les contamos c?mo lo haremos. #ConEducaci?nSePuede. #ElEquipo https://t.co/h5Z8m0tMSt pic.twitter.com/TSrJbiLRh6&mdash; Fajardo Presidente (@sergio_fajardo) March 25, 2018		| |1
#FajardoLogr? dejarnos este #ElefanteBlanco. pic.twitter.com/f1X4H8Ii3A&mdash; Kanabico Insumiso (@elANTIMILI420) March 26, 2018		| |-1
Claudia López en Twitter: ;Les dejo la entrevista completa y sin editar por la que los petristas me han troleado e insultado todo el día https://t.co/S4dzgyQce9 Cada uno juzgue los argumentos y la reflexión, y saquen sus propias conclusiones. Todavía #SePuede Somos #LaFuerzaDeLaEsperanza;| dej complet edit petrist trole insult dia cad juzgue argument reflexion  saquen propi conclusiones  todav #sepuede som #lafuerzadelaesper   |1
No son s?lo 2.053.796 votos, son m?s de dos millones de razones para seguir creyendo que #SePuede cambiar el rumbo del pa?s. Es hora de hacer pol?tica con otra fuerza, con #LaFuerzaDeLaEsperanza. Vamos por la presidencia de Colombia. #ElEquipo. pic.twitter.com/ecKisU5XOi&mdash; Fajardo Presidente (@sergio_fajardo) March 20, 2018		| |1
Afonso en Twitter: ;Duke presidente.... más desigualdad, más falsos positivos, más agro ingreso, más terrenos en Mosquera. ......más plata para los poderosos....... https://t.co/jYWn4OdICu;| presidente     desiguald  fals posit  agro_ingres  terren mosquer        plat poder           |0
juan hoyos en Twitter: ;#FajardoPresidente me encanto esa entrevista en #PreguntaYamid  !!! Que excelente candidato tenemos los colombianos !!! Espero sera mi presidente @sergio_fajardo;| #fajardopresidente encant #preguntayam  !!! excelente candidat !!! esper ser presidente @sergio_fajard   |1
Si les sirve para cuadrar @IvanDuque les manda a decir que les regala 1%. Repartanselo entre los mamertos a ver cual queda presidente.&mdash; Daniel Pacheco (@dpc028) March 21, 2018		| |-1
Coalicion Colombia en Twitter: ;#FajardoLogró como alcalde de Medellín construir el Parque Explora, el Jardín Botánico, la Casa de la Lectura Infantil y los Parques Biblioteca, aulas ciudadanas para la ciencia y la cultura, que fortalecieron lo público, elevando la autoestima de las comunidades. https://t.co/Nhv0LH1bZK;| #fajardologr alcalde medellin constru parque explor  jardin botanic  cas lectur infantil parques bibliotec  aul ciudadan cienci cultur  fortalec public  elev autoestim comun    |1
Victoria Rubiano en Twitter: ;?????????????? EXCELENTE, VIVA PETRO PRESIDENTE ???? https://t.co/Q91dqgO90b;| ?????????????? excelente  viv petr presidente ????   |0
Compromiso Ciudadano en Twitter: ;;Yo estoy con la Corte Suprema de Justicia,  pero creo que el problema se puede solucionar al evitar que más personas lleguen a las cárceles; @sergio_fajardo;|  corte suprem justici   cre problem solucion evit person lleguen carceles  @sergio_fajard   |0
#FajardoLogr? intervenir 10.475 kil?metros de v?as secundarias en el Departamento de Antioquia durante su gobernaci?n.&mdash; Angela H Whitecastle (@castiblancoange) March 25, 2018		| |1
Diego David Ochoa en Twitter: ;@sergio_fajardo y @DeLaCalleHum aprovechando que van a tomar café, los invito a disfrutar de una deliciosa taza de Café Compromiso. @compromisociu @Compromiso_Ant https://t.co/59WnMfGs94;| @sergio_fajard @delacallehum aprovech cafe  invit disfrut delici taz cafe compromis  @compromisociu @compromiso_ant   |1
Elecciones presidenciales 2018 en Twitter: ;¿Estaría de acuerdo en que los candidatos @sergio_fajardo y @DeLaCalleHum invitarán a el candidato @petrogustavo a tomarse un café para lograr formar una gran coalición?;;FAVOR DIFUNDIR;| ¿est acuerd candidat @sergio_fajard @delacallehum invit candidat @petrogustav tomarse cafe logr form coalicion?  favor difund   |0
Busquense una mujer que los motive, que los coja de la mano y los lleve a lograr sus sue?os, que sea un apoyo en las derrotas; no es dificil, hay que saber elegir&mdash; Sergio Ard?n (@Sergio_AAH9) March 29, 2018		| |0
Compromiso Ciudadano en Twitter: ;&#39;&#39;@sergio_fajardo está convencido de que, si bien el nuevo Gobierno debe buscar que el sistema judicial funcione y funcione bien, hay que evitar que los ciudadanos crucen la puerta del mundo de la criminalidad. La educación, es clave para lograrlo&#39;&#39;. ;https://t.co/arn23yuRi1;|   @sergio_fajard convenc  nuev debe busc sistem judicial funcione funcione  evit ciudadan crucen mund criminal  educ  clave lograrl        |1
Martin en Twitter: ;Claro que si!! los jóvenes vamos a poner a @IvanDuque presidente… ;| clar si!! jovenes pon @ivanduque presidente…    |0
#FajardoLogr� que mi abuela de 88 a�os tuviera la oportunidad de aprender a manejar un PC, en un parque educativo ella tuvo la oportunidad de conocer otros mundos, otras posibilidades. Feliz aprendiendo, esto es dignidad #SePuede&mdash; Justo Bueno (@Felip2705) March 25, 2018		| |1
Aura en Twitter: ;Fajardo me gusta como presidente, el potencial es increíble, la transformación social que podría tener el país en los próximos 4 años también!;;#PreguntaYamid : #Participe #Vote. #sepuede… https://t.co/3PWVc8lpFE;| fajard gust presidente  potencial increible  transform social podr proxim tambien!  #preguntayam   #participe #vote  #sepuede…   |1
Maria Andrea en Twitter: ;#FajardoLogró generar un plan de desarrolló con el nombre Antioquia la mas educada,donde promovió oportunidades de reconciliación y la cultura de la legalidad durante su administración Antioquia tuvo el mejor desempeño en trasparencia e inversión de regalías, fue premiado en 2015… https://t.co/0wOgLgvfWw;| #fajardologr gener plan desarroll nombre antioqui educ promov oportun reconcili cultur legal administr antioqui mejor desempeñ trasparente inversion regal  premi 2015…   |1
Oportunidades sin distinci�n: el banco para quienes no tienen oportunidades con la banca formal. #FajardoLogr� pic.twitter.com/wADDGDKvR8&mdash; Milena (@mile_gutierrez1) March 25, 2018		| |1
Fajardo Presidente Atlántico en Twitter: ;SI TODO ESTO #FajardoLogró HACER con la ciudad de Medellín y el departamento de Antioquia.;;Imagínese lo que podría hacer, si juntos como Colombianos, con nuestro Voto, logramos que sea Presidente.… https://t.co/9KXxE5OfWO;| SI tod esto #fajardologr hac ciud medellin departament antioqui   podr   vot  logr presidente   |1
Compromiso Antioquia en Twitter: ;;Si no brindamos oportunidades de educación a los jóvenes, vamos a tener una cantidad de ellos que están listos a entrar al mundo de la criminalidad;: @sergio_fajardo #FajardoPropone;|  brind oportun educ jovenes  cantid list entrar mund criminal   @sergio_fajard #fajardopropone     |1
Compromiso Ciudadano - Bogotá en Twitter: ;;Necesitamos una nueva política de Ciencia que realmente nos ponga en el siglo XXI. Esa es la apuesta de nuestro proyecto político. Una Ciencia que nos una y que ponga en evidencia tantos talentos que existen en nuestro país;: @sergio_fajardo ;#ConEducaciónSePuede… https://t.co/VsDrG2R7pj;|  necesit nuev politic cienci realmente sigl xxi  esa apuest proyect politic  cienci evidente talent existen   @sergio_fajard  #coneducacionsepuede…   |1
Dayano Harvey en Twitter: ;Si todos nos unimos, le podemos reponer la plática de los votos a Fajardo y a De La Calle, si eso es lo que les preocupa de adherirse a la campaña de Petro.;| unim  repon platic vot fajard calle  preocup adherirse campañ petr    |1
Laura Martin en Twitter: ;Yo apuesto por alguien que lo da todo por la educación, la ciencia y la tecnología. El país empieza a construirse desde la educación, no desde el cemento. #SePuede #LaFuerzaDeLaEsperanza @compromisociu @sergio_fajardo;| apuest alguien educ  cienci tecnolog  empiez construirse educ  cement  #sepuede #lafuerzadelaesper @compromisociu @sergio_fajard    |1
Fajardo Presidente en Twitter: ;¿Qué es la educación para nosotros y por qué creemos que es el motor para transformar? #ConEducaciónSePuede ser libres. Conozcan nuestra propuesta completa aquí:  https://t.co/mJsLnungxS;#ElEquipo… https://t.co/a7lel0O8md;| educ creem motor transformar? #coneducacionsepuede libres  conozc propuest complet   #elequipo…    |1
Luis Miguel Murillo Z ✈️🚴‍♂️🎼🎬 en Twitter: ;Ustedes dan vergüenza:;@sergio_fajardo ;@petrogustavo ;@DeLaCalleHum;@ClaudiaLopez… ;| ustedes dan verguenz  @sergio_fajard  @petrogustav  @delacallehum @claudialopez…    |-1
Retador en Twitter: ;Dos tintos con el mejor café del mundo: 4 mil pesos.;Una nueva consulta interpartidista: 40 mil millones de pesos.;Saber a tiempo de qué calaña son @sergio_fajardo y @DeLaCalleHum: ¡ no tiene precio !… https://t.co/ueVizGNFEA;| dos tint mejor cafe mund  mil  nuev consult interpartid  mil  sab calañ @sergio_fajard @delacallehum  ¡ preci !…   |-1
Daniel Sanin en Twitter: ;- Presidente, vio #LaGranEncuesta? ;- Si dígale a la Corte que persiga a Uribe;- No funciona, lo hicimos y más crece Duque ;- Ahh entonces quiten a Petro del Camino, Fajardo o los otros 2 los cuadro más fácil para inyectarles mermelada;| presidente  vio #lagranencuesta?  digale corte persig uribe No funcion  hic crece duque  ahh quiten petr camin  fajard cuadr facil inyectarles mermel   |0
Y como Alcalde #FajardoLogr� entregarnos el museo que nos llena de orgullo en Antioquia y que es ejemplo de ciencia, innovaci�n y educaci�n https://t.co/LFa8eeYWvP @ParqueExplora&mdash; Tatiana V�squez (@tativasquezr) March 25, 2018		| |1
Laura Pulido en Twitter: ;#Fajardologró reducir la deserción escolar en Antioquia de 50% a 30%… ;| #fajardologr reduc desercion escol antioqui 30%…    |1
Jorge Ovalle en Twitter: ;Tomado de un muro:;;;Las bases del Polo están con Petro, la mitad de las bases del Verde están con Petro. Solo Robledo defiende a Fajardo Presidente, este negocia con liberalismo posición del Polo. Esa tal Coalición Colombia no existe  (?);;;Que opinan ustedes?;| tom mur    pol petr  mit verde petr  sol robled defiende fajard presidente  negoci liberal posicion pol  esa _Coalicion_Colombia    opin ustedes?    |-1
Qu� pena pero los �nicos extremistas son  Duque y Vargas Lleras, Petro tiene m�s conciencia social que ustedes dos, la realidad es que el centro pol�tica siempre tiende a la derecha o sino estar�an unidos&mdash; Jaime Angulo (@JaimeAn31357197) March 29, 2018		| |0
Compromiso Antioquia en Twitter: ;#ConEducaciónSePuede cambiar de protagonistas. Con Olimpiadas del Conocimiento Colombia reuniremos al país en una gran fiesta que celebrará la inteligencia y el talento de los estudiantes, profes y colegios. ¡La educación será noticia!… https://t.co/63GhvIXeIE;| #coneducacionsepuede cambi protagon  olimpi conoc colombi reun fiest celebr inteligente talent estudi  profes colegi  ¡la educ noticia!…  |1
Fajardo Presidente en Twitter: ;Para dividir, tiempo sobra. Para sumar y multiplicar acá está el matemático. Es hora de escribir una página llena de oportunidades. Ya lo hemos hecho y lo haremos en Colombia con #LaFuerzaDeLaEsperanza. No se pierdan hoy a las 10:00 p.m la 2da parte de esta entrevista. #ElEquipo… https://t.co/YtHsHZ83zs;| divid  sobr  sum multiplic matemat  escrib pagin llen oportun  hemos harem colombi #lafuerzadelaesper  No pierd  #elequipo…       |1
Aldinever Barreto en Twitter: ;La cultural de la legalidad funciona @sergio_fajardo en #PreguntaYamid;| cultural legal funcion @sergio_fajard #preguntayam   |1
Dulces sue�os angelito&mdash; Santiago Fajardo Saenz (@saenz_fajardo) March 28, 2018		| |0
Elpichi en Twitter: ;Usted lo sabe muy bien, el unico candidato que denuncio todas estas cosas de Uribe, sin pelo en la lengua fue @petrogustavo ;@sergio_fajardo Ni fu ni fa;@DeLaCalleHum Agazapado entre los corruptos.;@German_Vargas Fue su aliado;https://t.co/Zj5QPmSJTH;| usted  unic candidat denunci uribe  pel lengu @petrogustav  @sergio_fajard  ni_fu_ni_f @delacallehum agazap corrupt  @german_varg fue ali    |-1
CARLOS COLMENARES en Twitter: ;Retweeted Fajardo Presidente (@sfajardo_2018):;;;Con #Colombia fragmentada, no podemos cambiar las bases del país, y eternizar esa lucha. Por eso no apoyo una constituyente; @sergio_fajardo en #PreguntaYamid;| retweet fajard presidente (@sfajardo_2018)    #colombi fragment  cambi  eterniz luch  apoy constituyente  @sergio_fajard #preguntayam   |-1
El mayor nivel de deserci�n educativa, es en 9 grado. Con #J�venesConFuturo vamos a hacer que los m�s vulnerables vuelvan al camino educativo y tengan un mejor futuro. Conozcan aqu� como vamos a abrir la p�gina de las oportunidades en el pa�s. #ElEquipo https://t.co/pTvFJHeUIy pic.twitter.com/wfCJk5srzJ&mdash; Fajardo Presidente (@sergio_fajardo) March 27, 2018		| |1
#FajardoLogr� ser reconocido como el Mejor Alcalde y Mejor Gobernador del pa�s. Antioquia ocup� el primer lugar en la implementaci�n de la Ley de V�ctimas durante 4 a�os y logr� el primer lugar del Indice de Gobierno Abierto de @PGN_COL y en el de Transparencia. Resultados!&mdash; SantiagoLondo�oUribe (@slondonouribe) March 25, 2018		| |1
Compromiso Antioquia en Twitter: ;;El mayor problema de deserción en educación es en noveno grado. Piense en un joven de 16 años que se salió de estudiar. ¿Qué va a hacer en la vida si no tiene las herramientas de la educación? Hay que construirles una ruta para que vuelvan a la educación;: @sergio_fajardo;|  mayor problem desercion educ noven grad  piense joven sal estudi  vid herramient educacion? construirles rut vuelv educ   @sergio_fajard    |1
@vickyna en Twitter: ;Todos unidos para elegir a Sergio Fajardo presidente Sin dudas! Sin excusas!! Adelante!! Todo por ganar!!… https://t.co/Nj6lkzC6mW;| tod unid eleg sergi fajard presidente dudas! excusas!! adelante!! ganar!!…   |1
Compromiso Ciudadano en Twitter: ;Hay una fuerza que puede movilizar al país hacia la transformación, es ahora, es ya que podemos hacerlo. Es #LaFuerzaDeLaEsperanza. Tenemos otra oportunidad para cambiar el rumbo y para escribir una nueva página. https://t.co/ivj4QTNEIY… https://t.co/Wi5h3ZcuHp;| fuerz moviliz transform   hacerl  #lafuerzadelaesper  tenem oportun cambi rumb escrib nuev pagin    |1
Mauricio Torres Aren en Twitter: ;#FajardoLogró POR #Venezuela;No pasó una bomba ni un TERREMOTO;Sólo gobierna LA IZQUIERDA;🇨🇺 1958:“Cuba no es la URSS, estamos a 90 millas de EEUU;🇻🇪 1998:“Venezuela no es Cuba. No somos una isla y tenemos petróleo ;🇨🇴 2018:“Colombia no es Venezuela ni #Cuba;#26Mar #27Mar… https://t.co/917DS84D9K;| #fajardologr #venezuel No pas bomb terremot solo gobiern LA izquierd 🇨🇺 1958 “cub urss  mill eeuu 🇻🇪 1998 “venezuel cub  No isla petrole  🇨🇴 2018 “colombi venezuel #cub #26mar #27mar…   |-1
Alirio Uribe Muñoz en Twitter: ;La Patria boba no entienden que si sumamos @sergio_fajardo + @petrogustavo + @DeLaCalleHum = Ganamos un mejor país.… ;| patri bob entienden sum @sergio_fajard @petrogustav @delacallehum = gan mejor    |1
Juana Carolina en Twitter: ;Que las otras campañas sigan con sus discursos enfrentados, nosotros hablemos de una oportunidad de pensar un país reconciliado #SePuede #LaFuerzaDeLaEsperanza;| campañ sig discurs enfrent  hablem oportun pens reconcili #sepuede #lafuerzadelaesper   |1
Juan E. Rojas R. en Twitter: ;Vamos Claudia! #SePuede. La #FuerzaDeLaEsperanza nunca se perderá.… ;| vam claudia! #sepuede  #fuerzadelaesper perd    |1
Daniel Duque V. en Twitter: ;Con #LaFuerzaDeLaEsperanza nos estamos tomando Medellín. Aquí pasamos del miedo a la esperanza de la mano de @sergio_fajardo. Ya demostramos que #SePuede.… https://t.co/ydS6mkyZ6q;| #lafuerzadelaesper tom medellin  pas mied esper man @sergio_fajard  demostr #sepuede   |1
#FajardoLogr� configurar con @ClaudiaLopez de PAV y @JERobledo de PDA: Coalici�n Colombia, el proyecto pol�tico alternativo de la poblaci�n que desea transformar sin traumatismos innecesarios las condiciones de existencia, el nivel y calidad de vida de todos los colombianos.&mdash; Robynson Jes�s (@RobynsonJ) March 26, 2018		| |1
El tinto de @DeLaCalleHum  y @sergio_fajardo va a costar la bobadita de 40 mil millones. Que de la calle sea serio y vaya a primera vuelta de esa forma observar� en las urnas lo que los colombianos pensamos de su gesti�n como negociador del pacto de la Habana.&mdash; ALEJANDRO GONZALEZ (@_gonzalezalejo) March 27, 2018		| |-1
Julián el Politólogo en Twitter: ;#FajardoLogró darle esperanza a muchas personas, familias y a ciudades enteras, a través de una administración admirable en Medellín y Antioquia. Y eso lo queremos repetir para Colombia. #SePuede;| #fajardologr esper person  famili ciudades enter  administr admir medellin antioqui  querem repet colombi  #sepuede    |1
W Radio Colombia en Twitter: ;#DebateVicepresidencialEnLaW &gt;&gt; He dicho que ningún candidato llega solo a la Presidencia. El no de Fajardo viene de tiempo atrás. A la segunda vuelta ninguno llega solo. Las parlamentarias muestran sectores equilibrados: Clara López &gt;&gt;&gt; https://t.co/CwakFPWL7L;| #debatevicepresidencialenlaw    He ningun candidat presidente  fajard atras   parlamentari muestr sectores equilibr  clar lopez        |0
JOHN VALENCIA en Twitter: ;Esto es el fin de Fajardo… ;| fajardo…    |-1
El pobre @sergio_fa https://t.co/ZidREArQre&mdash; Adriana Sarsynski (@AdriSarsynski) March 23, 2018		| |0
Fajardo Presidente en Twitter: ;Dijeron que no alcanzaríamos el umbral,y en las elecciones donde se mueve toda la maquinaria, alcanzamos un resultado contundente. Petro perdió frente a Duque y nos convertimos en la fuerza para transformar al país. Con #LaFuerzaDeLaEsperanza, vamos por la presidencia.;#ElEquipo… https://t.co/AHYbzbnEAl;| dijeron alcanzar umbral elecciones mueve maquinari  alcanz result contundente  petr perd duque convert fuerz transform  #lafuerzadelaesper  presidente  #elequipo…   |1
Yecid Gaviria en Twitter: ;Ridículo es tener de presidente a un títere… https://t.co/X1kTNmmOxG;| ridicul presidente titere…   |0
Ma�ana, en la @UniversidadEAN, presentaremos nuestra propuesta para que la educaci�n sea el motor de la transformaci�n del pa�s. Invitados a inscribirse en el siguiente link y acompa�arnos. #ConEducaci�nSePuede #ElEquipohttps://t.co/ckMOlsLQbd&mdash; Fajardo Presidente (@sergio_fajardo) March 21, 2018		| |1
Daniel Duque V. en Twitter: ;Ayer #LaFuerzaDeLaEsperanza se tomó el centro de Medellín. Le contamos a la gente que con @sergio_fajardo #sepuede… ;| ayer #lafuerzadelaesper tom centr medellin  cont gente @sergio_fajard #sepuede…    |1
